,Unnamed: 0,badge,firstname,lastname,middle,scopus,score,match_1
2627,2627,68155,Carolyn,Tomchik,A,36934360500,0.9375,Carolyn Tomchik
2628,2628,56220,Henning,Lohse-Busch,R,6603655562,0.95,Henning Lohse-Busch
2633,2633,56798,Ioan,Raicu,,8431508500,1,Ioan Raicu
2634,2634,56248,Audun,Botterud,,23011593900,1,Audun Botterud
2635,2635,225008,Jun,Chen,,25926967100,1,Jun Chen
2638,2638,55922,Martin,Bettge,,8394925300,1,Martin Bettge
2639,2639,65601,Ross,Harder,J,35329361400,0.962962963,Ross J. Harder
2640,2640,59237,Yonas,Demissie,K,25631976200,0.96969697,Yonas K. Demissie
2642,2642,55674,Michael,Zach,P,7101725081,0.965517241,Michael P. Zach
2644,2644,57213,Yan,Cao,,34771087200,1,Yan Cao
2646,2646,222254,Robin,Graham,L,7401483090,0.965517241,Robin L. Graham
2651,2651,56077,Brian,Craig,A,24586713400,0.962962963,Brian A. Craig
2652,2652,56416,Maria,Cadeddu,P,6701592014,0.967741935,Maria P. Cadeddu
2653,2653,56930,Peter,Van Gemmeren,,14629633900,1,Peter Van Gemmeren
2655,2655,97343,Fangfang,Xia,,15761155800,1,Fangfang Xia
2656,2656,58123,Raghu,Sivaramakrishnan,,8278454000,1,Raghu Sivaramakrishnan
2657,2657,56380,Svetlana,Gerdes,,6701823608,1,Svetlana Gerdes
2658,2658,66978,Zhenxing,Feng,,35386179800,1,Zhenxing Feng
2661,2661,55843,Jeffrey,Guest,R,34971230600,0.967741935,Jeffrey R. Guest
2662,2662,55926,Shifu,Xu,,55884342900,1,Shifu Xu
2663,2663,66044,Elena,Timofeeva,V,26428986600,0.971428571,Elena V. Timofeeva
2665,2665,56304,David,Kline,M,7201356251,0.916666667,David Kline
2666,2666,56841,Aimin,Xiao,,15924134400,1,Aimin Xiao
2667,2667,57040,Michael,Becker,,26030858200,1,Michael Becker
2668,2668,66222,Jeffrey,Klug,A,36836716700,0.965517241,Jeffrey A. Klug
2670,2670,56806,Forrest,Jehlik,A,37053879800,0.933333333,Forrest Jehlik
2671,2671,56572,Fang,Zhang,,55506944400,0.947368421,Fan Zhang
2672,2672,56405,Lydia,Finney,A,7003957879,0.965517241,Lydia A. Finney
2674,2674,218916,Jianguo,Wen,,56435101700,1,Jianguo Wen
2675,2675,56064,Boguslaw,Nocek,P,6506074827,0.96969697,Boguslaw P. Nocek
2677,2677,56808,Nenad,Markovic,M,35501940400,0.96969697,Nenad M. Markovic
2679,2679,72312,Robert,Jedrzejczak,P,6603754543,0.975609756,Robert P. Jedrzejczak
2680,2680,57026,Robert,Edwards,A,35560915600,0.96969697,Robert A. Edwards
2681,2681,29111,John,Low,J,55018083200,0.952380952,John J. Low
2682,2682,66494,Stephan,Hruszkewycz,O,16834951300,0.976744186,Stephan O. Hruszkewycz
2686,2686,56115,Mark,Peters,T,55421542400,0.916666667,Mark Peters
2688,2688,59350,Ben,O'Connor,L,8865711900,0.965517241,Ben L. O'Connor
2689,2689,55604,Eric,Tatara,R,6603258407,0.962962963,Eric R. Tatara
2691,2691,56111,Andrew,Burnham,J,36917813300,0.96969697,Andrew J. Burnham
2694,2694,217353,Jennifer,Dunn,M,23093593100,0.967741935,Jennifer M. Dunn
2695,2695,56356,Lee,Walker,K,35093544500,0.96,Lee K. Walker
2696,2696,56135,Ellen,White,M,56426746700,0.916666667,Ellen White
2698,2698,229271,Ivar,Martin,,55793189031,1,Ivar Martin
2705,2705,57312,Folker,Meyer,,7402449851,1,Folker Meyer
2706,2706,57898,Calem,Hoffman,R,55437540500,0.967741935,Calem R. Hoffman
2707,2707,56929,Brian,Toby,H,56045970000,0.96,Brian H. Toby
2711,2711,56980,Robert,Eisenberg,S,55552198800,0.972972973,Robert S. Eisenberg
2712,2712,67095,Kamleshkumar,Suthar,J,56439584900,0.976744186,Kamleshkumar J. Suthar
2715,2715,57496,Mercouri,Kanatzidis,G,35392448100,0.976744186,Mercouri G. Kanatzidis
2716,2716,57403,Mark,Hilgart,C,22834947900,0.965517241,Mark C. Hilgart
2719,2719,226573,Paul,Nealey,F,7006768833,0.962962963,Paul F. Nealey
2722,2722,59540,Richard,Pauls,E,7003847334,0.967741935,Richard E. Pauls
2725,2725,216062,Ruzica,Todorovic,,36955461600,1,Ruzica Todorovic
2727,2727,57994,Kevin,Harms,N,35302125500,0.916666667,Kevin Harms
2728,2728,57668,Christopher,Henry,S,8516125600,0.974358974,Christopher S. Henry
2729,2729,57687,John,Sullivan,L,7403983997,0.967741935,John L. Sullivan
2730,2730,57804,Gensheng,Wang,,55872702900,1,Gensheng Wang
2738,2738,58185,Yury,Ivanyushenkov,,6603148206,1,Yury Ivanyushenkov
2740,2740,57453,Thomas,Proslier,,8510319700,1,Thomas Proslier
2742,2742,58012,Sungwon,Lee,,56428297300,1,Sungwon Lee
2745,2745,57690,Rinku,Gupta,K,36473269300,0.916666667,Rinku Gupta
2747,2747,58773,Vijay,Mahadevan,S,7007085687,0.971428571,Vijay S. Mahadevan
2749,2749,57623,Sungsik,Lee,,55957763900,1,Sungsik Lee
2751,2751,57697,Jianhui,Wang,,55742757700,1,Jianhui Wang
2752,2752,68503,Jung Ho,Kim,,7404505998,0.909090909,Eung Ho Kim
2753,2753,57154,Stefan,Wild,M,23037775400,0.962962963,Stefan M. Wild
2764,2764,57892,Bei,Ye,,14043029300,1,Bei Ye
2765,2765,57579,Beth,Drewniak,A,55155566800,0.967741935,Beth A. Drewniak
2770,2770,59313,Cosmin,Petra,G,26635643900,0.965517241,Cosmin G. Petra
2771,2771,57685,Timothy,Rutter,P,55830604200,0.96969697,Timothy P. Rutter
2772,2772,81041,Kun,Mo,,12645099400,1,Kun Mo
2773,2773,57821,Zunping,Liu,,42661799300,1,Zunping Liu
2774,2774,68886,Jason,Croy,R,21933316700,0.96,Jason R. Croy
2775,2775,57511,Jayesh,Krishna,,36637523900,1,Jayesh Krishna
2776,2776,200801,Saw Wai,Hla,,7004488134,1,Saw Wai Hla
2778,2778,57838,Sri Hari Krishna,Narayanan,,56219683900,1,Sri Hari Krishna Narayanan
2781,2781,69381,Olaf,Borkiewicz,J,14013567100,0.971428571,Olaf J. Borkiewicz
2783,2783,58168,Nathan,Guisinger,P,6602419569,0.972972973,Nathan P. Guisinger
2784,2784,58119,Jon,Warner,S,55413015000,0.96,Jon S. Warner
2785,2785,58081,Charles,Olson,M,55533986600,0.967741935,Charles M. Olson
2787,2787,57389,Duck Young,Chung,,56523866800,1,Duck Young Chung
2788,2788,230432,Robert,McCarthy,F,37085473000,0.971428571,Robert F. McCarthy
2789,2789,69286,Matthew,Highland,J,25521680300,0.972972973,Matthew J. Highland
2790,2790,97333,Vadim,Sokolov,O,25636445400,0.928571429,Vadim Sokolov
2793,2793,227683,Richard,Hertzberg,C,7005773762,0.974358974,Richard C. Hertzberg
2797,2797,57787,Sudhirbabu,Pothineni,,15045801500,0.926829268,Sudhir Babu Pothineni
2799,2799,58002,Elena,Shevchenko,,7006490614,1,Elena Shevchenko
2801,2801,205769,Peter,Tkac,,17436481500,1,Peter Tkac
2802,2802,59221,Nathaniel,Evans,J,56406001100,0.9375,Nathaniel Evans
2804,2804,57615,James,Gilbert,A,36545981300,0.967741935,James A. Gilbert
2806,2806,57981,James,Osborn,C,7202260143,0.965517241,James C. Osborn
2807,2807,58035,Huyue,Zhao,,7404778977,1,Huyue Zhao
2808,2808,57015,Chang-ho,Lee,,55700561600,0.956521739,Changho Lee
2809,2809,68363,Gregory,Halder,J,8603440600,0.96969697,Gregory J. Halder
2810,2810,57405,Jinlong,Zhang,,55720258300,1,Jinlong Zhang
2811,2811,58134,Florin,Isaila,D,15065477700,0.928571429,Florin Isaila
2820,2820,80985,Wei,Chen,,55230310200,1,Wei Chen
2825,2825,56791,Kamil,Iskra,A,6603812257,0.916666667,Kamil Iskra
2826,2826,58328,David,Dickinson,C,55655014600,0.971428571,David C. Dickinson
2828,2828,234210,Ramy,Aziz,K,7003399135,0.956521739,Ramy K. Aziz
2830,2830,97129,Sibendu,Som,,7005914749,1,Sibendu Som
2831,2831,227362,Jiali,Wang,,55803438700,1,Jiali Wang
2838,2838,56612,Xiaoyi,Zhang,,56533721800,1,Xiaoyi Zhang
2840,2840,56603,Kristy,Mardis,L,7801503291,0.967741935,Kristy L. Mardis
2842,2842,57030,Benoit,Roux,,35464598700,0.916666667,Benoií¬t Roux
2844,2844,57557,XianRong,Huang,,56482372600,0.965517241,Xian Rong Huang
2847,2847,215823,William,Parker,D,36864503100,0.96969697,William D. Parker
2849,2849,68038,Wenqian,Xu,,24825901500,1,Wenqian Xu
2853,2853,240301,David,Foster,E,36093901200,0.923076923,David Foster
2855,2855,57638,Deena,Patel,M,55537956100,0.916666667,Deena Patel
2857,2857,57131,Leah,Talaber,E,14051125000,0.965517241,Leah E. Talaber
2858,2858,57223,Shane,Halbach,C,55678698500,0.928571429,Shane Halbach
2859,2859,67549,Xianghui,Xiao,,56463358800,1,Xianghui Xiao
2860,2860,56854,Nancy,Kariuki,N,6604069854,0.967741935,Nancy N. Kariuki
2862,2862,58851,David,Czaplewski,A,6701806942,0.972972973,David A. Czaplewski
2865,2865,80925,Sanja,Tepavcevic,,6508031400,1,Sanja Tepavcevic
2866,2866,57187,Mary Anne,Yates,,35178890300,1,Mary Anne Yates
2867,2867,57225,Emil,Constantinescu,M,8914733000,0.976744186,Emil M. Constantinescu
2868,2868,57760,Leroy,Walston,J,15842681100,0.967741935,Leroy J. Walston
2870,2870,68443,Clarence,Chang,L,25225063500,0.96969697,Clarence L. Chang
2873,2873,56777,Antonino,Miceli,,55545861167,1,Antonino Miceli
2874,2874,56788,Alan,Kastengren,L,8609905500,0.971428571,Alan L. Kastengren
2879,2879,56884,Jonathan,Ozik,,6506796192,1,Jonathan Ozik
2882,2882,57364,Pavan,Balaji,,13806609600,1,Pavan Balaji
2883,2883,57383,Yugang,Sun,,7406428353,1,Yugang Sun
2884,2884,56392,Tao,Sun,,56420338600,1,Tao Sun
2888,2888,59290,Timothy,Williams,J,7404171819,0.972972973,Timothy J. Williams
2890,2890,68680,Baris,Key,,26767783200,1,Baris Key
2891,2891,56464,Jui-Kun,Peng,,8551912700,0.916666667,Jui Kun Peng
2894,2894,57020,Vojislav,Stamenkovic,,56262746900,1,Vojislav Stamenkovic
2895,2895,56923,Dusan,Strmcnik,,23101243900,1,Dusan Strmcnik
2896,2896,57124,Alberto,Talamo,,23101555000,1,Alberto Talamo
2897,2897,57028,Benjamin,Kay,P,12789720400,0.965517241,Benjamin P. Kay
2899,2899,57686,Craig,Stephan,H,7101728457,0.967741935,Craig H. Stephan
2901,2901,57108,John,Anderson,T,55605054800,0.967741935,John T. Anderson
2903,2903,57436,Scott,Brozell,R,6507749121,0.967741935,Scott R. Brozell
2904,2904,57095,Hakim,Iddir,H,56024220200,0.916666667,Hakim Iddir
2906,2906,57076,Dominik,Karbowski,A,37050833000,0.944444444,Dominik Karbowski
2907,2907,56996,Philip,Lawday,C,24577680000,0.928571429,Philip Lawday
2909,2909,56792,Ignacio,Martinez-Moyano,,14037566600,0.93877551,Ignacio J. Martinez-Moyano
2911,2911,58157,Benoit,Dionne,,36912196600,1,Benoit Dionne
2912,2912,68002,Mary,Upton,H,16231924400,0.96,Mary H. Upton
2915,2915,82909,Olle,Heinonen,G,7101628854,0.967741935,Olle G. Heinonen
2916,2916,57398,Andreas,Wilke,,16204620800,1,Andreas Wilke
2923,2923,7078,William,Miller,E,7406061391,0.941176471,William E B Miller
2924,2924,12199,Walter,Podolski,F,55886591800,0.9375,Walter Podolski
2940,2940,15843,David,Hinks,G,36038797900,0.962962963,David G. Hinks
2946,2946,17833,Robert,Laird,J,7004580546,0.923076923,Robert Laird
2947,2947,18245,Donald,Smith,L,7410365644,0.965517241,Donald L. Smith
2948,2948,19008,Kenneth,Gray,E,7202177165,0.965517241,Kenneth E. Gray
2949,2949,22157,James,Cahalan,E,6602841650,0.967741935,James E. Cahalan
2951,2951,21843,David,Wade,C,7202162764,0.96,David C. Wade
2953,2953,22172,Michael,Minkoff,,6701342464,1,Michael Minkoff
2956,2956,22950,Norman,Sather,F,36832750700,0.967741935,Norman F. Sather
2959,2959,23845,Albert,Smith,E,56128138300,0.965517241,Albert E. Smith
2961,2961,24087,William,Shack,J,7003996760,0.967741935,William J. Shack
2964,2964,25241,Mark,Jusko,J,35956263500,0.96,Mark J. Jusko
2967,2967,26351,James,Schlereth,L,35986176600,0.9375,James Schlereth
2973,2973,28649,Russell,Cook,E,7403130797,0.965517241,Russell E. Cook
2978,2978,33251,Neil,Sturchio,C,7004475068,0.967741935,Neil C. Sturchio
2980,2980,35575,Bruce,Parrello,D,6506414558,0.933333333,Bruce Parrello
2987,2987,38415,Mark,Knickelbein,B,7003326385,0.972972973,Mark B. Knickelbein
2989,2989,39771,John,Molburg,C,6603034519,0.965517241,John C. Molburg
2990,2990,39114,Won Sik,Yang,,8605910000,1,Won Sik Yang
2992,2992,39360,Mark,Jensen,P,56302085200,0.962962963,Mark P. Jensen
2995,2995,38957,Rongguang,Zhang,,56320555700,1,Rongguang Zhang
2997,2997,40065,Stanislaus,Zygmunt,A,7003434810,0.947368421,Stanislaus Zygmunt
3001,3001,42658,Alexei,Abrikosov,,7005744044,0.914285714,Alexei A. Abrikosov
3008,3008,44935,Jozef,Maj,,7101835621,1,Jozef Maj
3014,3014,48164,Michael,Savina,R,7005966305,0.96969697,Michael R. Savina
3017,3017,48804,Derrick,Mancini,C,7102090935,0.971428571,Derrick C. Mancini
3021,3021,49973,Jean,Utke,,6507549087,1,Jean Utke
3022,3022,45836,James,Truran,W,7006300921,0.965517241,James W. Truran
3024,3024,50138,Qing'an,Li,,12756680100,1,Qing'an Li
3025,3025,50353,Trudy,Bolin,B,24334295400,0.962962963,Trudy B. Bolin
3026,3026,50589,Goran,Karapetrov,T,6701633515,0.941176471,Goran Karapetrov
3029,3029,54065,Vivian,Sullivan,S,7003704624,0.971428571,Vivian S. Sullivan
3031,3031,51714,Minyi,Gu,,56531292000,1,Minyi Gu
3034,3034,86412,Jeffrey,Miller,T,56438191600,0.96969697,Jeffrey T. Miller
3035,3035,52076,Andrew,Kreps,S,15835268800,0.965517241,Andrew S. Kreps
3037,3037,53432,Brian,Cantwell,L,35423312400,0.96969697,Brian L. Cantwell
3039,3039,52780,Vikram,Shah,N,7201440537,0.962962963,Vikram N. Shah
3041,3041,52935,Narayan,Desai,,9735245000,1,Narayan Desai
3045,3045,53782,James,Lottes,W,8540927900,0.965517241,James W. Lottes
3047,3047,54199,Steven,McConnell,S,9240517700,0.972972973,Steven S. McConnell
3048,3048,54323,Marianne,Cuff,E,6602969836,0.967741935,Marianne E. Cuff
3049,3049,63996,Yang,Ding,,56512826300,1,Yang Ding
3055,3055,217937,Benjamin,Zitzer,J,16235540100,0.9375,Benjamin Zitzer
3057,3057,97510,Frank,Petriello,J,6602378018,0.9375,Frank Petriello
3058,3058,213654,Gregory,Voth,A,7005823898,0.965517241,Gregory A. Voth
3059,3059,205984,Tiffany,Kinnibrugh,L,8086476200,0.975609756,Tiffany L. Kinnibrugh
3061,3061,66852,Kee-Chul,Chang,,26642328100,0.928571429,Kee Chul Chang
3063,3063,56420,Daniel,Walsh,M,55028642700,0.965517241,Daniel M. Walsh
3065,3065,225482,Michael,Smith,W,55698430000,0.928571429,Michael Smith
3067,3067,59530,Jonathan,Paley,M,7006274005,0.96969697,Jonathan M. Paley
3071,3071,227361,Krishna,Shenai,,7006434222,1,Krishna Shenai
3074,3074,67817,Shashidhara,Marathe,,55560936200,1,Shashidhara Marathe
3078,3078,57589,Timothy,Tautges,J,56015543000,0.971428571,Timothy J. Tautges
3081,3081,82764,Christian,Schleputz,M,56154403400,0.926829268,Christian Schlepuetz
3083,3083,57258,Joshua,Hammons,A,35081994400,0.96969697,Joshua A. Hammons
3084,3084,69057,Nouamane,Laanait,,36439769200,1,Nouamane Laanait
3085,3085,69084,Benjamin,Stripe,D,15521538300,0.971428571,Benjamin D. Stripe
3086,3086,225091,Lucas,Platter,,16686605000,1,Lucas Platter
3087,3087,57521,Sergey,Kondrashev,,6701374927,1,Sergey Kondrashev
3088,3088,58842,Kenneth,D'Aquila,F,25823716600,0.941176471,Kenneth D'Aquila
3092,3092,57620,Dries,Kimpe,L,13103658900,0.916666667,Dries Kimpe
3095,3095,24714,Roger,Johnston,G,7403678585,0.96969697,Roger G. Johnston
3097,3097,58206,Wei,Jiang,,36028322900,1,Wei Jiang
3098,3098,58238,Hao,An,,53981079900,1,Hao An
3099,3099,97374,Lynn,Trahey,,6503935828,1,Lynn Trahey
3101,3101,58551,Wei,Tang,,54790448100,1,Wei Tang
3102,3102,58399,Ali,Abouimrane,,6603167882,1,Ali Abouimrane
3105,3105,201170,Scott,Devoid,C,54388816300,0.923076923,Scott Devoid
3107,3107,59265,Michael,Johnson,V,35290350200,0.971428571,Michael V. Johnson
3108,3108,82934,Yu,Gan,,34876656700,1,Yu Gan
3109,3109,83008,Yang,Liu,,55971464400,1,Yang Liu
3110,3110,58820,Matthew,Suchomel,R,7801558666,0.972972973,Matthew R. Suchomel
3111,3111,224083,Jun,Chen,,25926967100,1,Jun Chen
3113,3113,83494,Dongzhou,Zhang,,54397871200,1,Dongzhou Zhang
3115,3115,59067,Yaohua,Liu,,56550077500,1,Yaohua Liu
3117,3117,59103,Abel,Marin-Lafleche,,36933833200,1,Abel Marin-Lafleche
3118,3118,84337,Sophie,Gleber,C,6507093623,0.967741935,Sophie C. Gleber
3119,3119,59146,Jie,Chen,,39761122000,1,Jie Chen
3120,3120,59448,Sara,Haravifard,,6504436125,1,Sara Haravifard
3121,3121,84511,Qingliu,Wu,,56498218100,1,Qingliu Wu
3125,3125,84920,Naresh,Kujala,G,36169756300,0.967741935,Naresh G. Kujala
3126,3126,84634,Haiyan,Zhao,,56199983700,1,Haiyan Zhao
3127,3127,59440,Slade,Jokela,J,6602387096,0.965517241,Slade J. Jokela
3132,3132,59949,Laura,Zamboni,,36248133900,1,Laura Zamboni
3137,3137,213605,Brandon,Long,R,56524012200,0.965517241,Brandon R. Long
3139,3139,206150,Clare,Rowland,E,35765717600,0.967741935,Clare E. Rowland
3140,3140,206276,Brian,Benoy,P,55677986100,0.916666667,Brian Benoy
3141,3141,206643,Raman,Shah,A,7403034527,0.96,Raman A. Shah
3143,3143,59636,Nicholas,Becker,G,55417192900,0.971428571,Nicholas G. Becker
3144,3144,59986,Rahul,Biswas,,35236469300,1,Rahul Biswas
3147,3147,216283,Nan,Liu,,56122437100,1,Nan Liu
3148,3148,59848,Lori,Eaton,K,47161158800,0.96,Lori K. Eaton
3149,3149,59684,Cameron,Harvey,W,37088587400,0.96969697,Cameron W. Harvey
3150,3150,212259,Daeheung,Lee,,56136593400,1,Daeheung Lee
3151,3151,224439,Lauren,Grabstanowicz,R,55276746900,0.977777778,Lauren R. Grabstanowicz
3153,3153,215800,Christopher,Pelliccione,J,55863522700,0.980392157,Christopher J. Pelliccione
3157,3157,228234,Adina,Howe,S,55204975200,0.909090909,Adina Howe
3160,3160,214915,Christopher,Annesley,J,6506452831,0.977777778,Christopher J. Annesley
3163,3163,223141,Jia Jun,Wu,,56237632900,1,Jia Jun Wu
3164,3164,215161,Christian,Canlas,P,47961832100,0.972972973,Christian P. Canlas
3168,3168,215049,William,Church,E,55704752700,0.933333333,William Church
3171,3171,216734,Jason,Hoffman,D,13607428400,0.928571429,Jason Hoffman
3172,3172,216027,Sanket,Deshmukh,A,26424997900,0.971428571,Sanket A. Deshmukh
3175,3175,225154,Michel,Rasquin,,36053748000,1,Michel Rasquin
3177,3177,217327,Carlos,Alvarez,J,7202925351,0.96969697,Carlos J. Alvarez
3178,3178,219209,Seohyoung,Chang,,56049292900,1,Seohyoung Chang
3181,3181,218606,Soongu,Kwon,,56489265100,1,Soongu Kwon
3182,3182,217730,Nasim,Azimi,Z,55886305600,0.916666667,Nasim Azimi
3186,3186,218626,Kristine,Tanabe,K,56423105500,0.971428571,Kristine K. Tanabe
3188,3188,241039,Tonglin,Li,,55869569500,1,Tonglin Li
3189,3189,218796,Chaoyue,Cao,,55788915800,1,Chaoyue Cao
3190,3190,219595,Hong,Xu,,55195303800,1,Hong Xu
3192,3192,219594,Anusree,Mukherjee,,55611773300,1,Anusree Mukherjee
3193,3193,221742,Sergey,Kutsaev,V,25925923800,0.933333333,Sergey Kutsaev
3197,3197,228463,Christopher,Kolodziej,P,36139445100,0.978723404,Christopher P. Kolodziej
3199,3199,219620,Juliana,Kwan,,18042540400,1,Juliana Kwan
3201,3201,219619,Yongxing,Hu,,56491671800,1,Yongxing Hu
3202,3202,219555,Ning,Liu,,36144292500,1,Ning Liu
3203,3203,221281,Yanjie,Cui,,55415680000,1,Yanjie Cui
3204,3204,219673,Liangliang,Li,,56301547300,1,Liangliang Li
3205,3205,221170,David,Schnaars,D,25634838800,0.96969697,David D. Schnaars
3208,3208,221292,Dengyun,Zhai,,56516354800,1,Dengyun Zhai
3210,3210,223739,Libo,Hu,,55633174000,1,Libo Hu
3215,3215,222267,Mihai,Sturza,I,55916148200,0.923076923,Mihai Sturza
3219,3219,223254,Zhichao,Wang,,55868128800,1,Zhichao Wang
3220,3220,222541,Lorraine,Leon,F,56158106200,0.928571429,Lorraine Leon
3221,3221,222625,Kenneth,Perez Quintero,J,55790717100,0.956521739,Kenneth Perez Quintero
3223,3223,225681,Chao,Liang,,56349469400,1,Chao Liang
3225,3225,224082,Yuepeng,Zhang,,55860518400,1,Yuepeng Zhang
3229,3229,223570,Eric,Tyo,C,24367499500,0.952380952,Eric C. Tyo
3230,3230,223472,William,Hoffeditz,L,56205818000,0.974358974,William L. Hoffeditz
3233,3233,224750,Guanghui,Zhang,,55619309098,1,Guanghui Zhang
3234,3234,224948,Dehua,Zhou,,56010193500,1,Dehua Zhou
3235,3235,225630,Zheng,Li,,55788155400,1,Zheng Li
3237,3237,226072,Yijin,Kang,,36143050200,1,Yijin Kang
3238,3238,224764,Fei,Han,,55198246700,1,Fei Han
3239,3239,224678,Michael,Welland,J,24074946800,0.971428571,Michael J. Welland
3242,3242,225499,Zihan,Wang,,55814837300,1,Zihan Wang
3245,3245,225627,Hayk,Harutyunyan,,23970762800,1,Hayk Harutyunyan
3249,3249,226134,Vibhu,Sharma,,56403773400,1,Vibhu Sharma
3250,3250,226525,Jing,Wu,,56154956200,1,Jing Wu
3251,3251,226411,Changhyeok,Lee,,55956890800,1,Changhyeok Lee
3252,3252,226080,Archana,Dubey,,55424779200,1,Archana Dubey
3253,3253,227800,Yongchun,Kan,,35746635200,1,Yongchun Kan
3254,3254,226433,Sanketh,Gowda,R,26531177300,0.967741935,Sanketh R. Gowda
3257,3257,226699,Jing,Gao,,56316696100,1,Jing Gao
3259,3259,227206,Peng,Wang,,56151117900,1,Peng Wang
3261,3261,226700,David,Ozog,M,55934970300,0.909090909,David Ozog
3262,3262,227644,Ali,Kalaji,W,23389448100,0.909090909,Ali Kalaji
3266,3266,228011,Karim,Ogando,,55258880500,1,Karim Ogando
3267,3267,228008,Jichi,Guo,,56340490900,1,Jichi Guo
3268,3268,227906,Eli,Barrows,B,56423543900,0.962962963,Eli B. Barrows
3269,3269,227579,Hyo Seon,Suh,,36673890300,1,Hyo Seon Suh
3272,3272,239337,Su Mi,Hur,,32167518100,1,Su Mi Hur
3273,3273,227645,Joshua,Snyder,D,23036728600,0.967741935,Joshua D. Snyder
3275,3275,228480,Seonbaek,Ha,,55023141000,1,Seonbaek Ha
3279,3279,229434,Hongbo,Zhang,,56312728500,1,Hongbo Zhang
3280,3280,230475,Mahua,Biswas,,56509077100,1,Mahua Biswas
3281,3281,229700,Thomas,Demars,J,55337064800,0.928571429,Thomas Demars
3284,3284,230131,Wesley,Bland,B,55308639100,0.923076923,Wesley Bland
3286,3286,230084,Yang,Li,,56413109400,1,Yang Li
3289,3289,230073,Richard,Gulotty,,55779691000,1,Richard Gulotty
3299,3299,231267,Ekbordin,Winijkul,,26639891400,1,Ekbordin Winijkul
3301,3301,232277,Damla,Eroglu,,26429273800,1,Damla Eroglu
3304,3304,231500,Victoria,Kisekka,N,55507630600,0.941176471,Victoria Kisekka
3327,3327,232895,Erik,Landry,S,56199651100,0.962962963,Erik S. Landry
3328,3328,240954,Michael,Henry,J,7402290794,0.903225806,Michael P. Henry
3331,3331,233559,Lili,Ye,,37008030300,1,Lili Ye
3334,3334,238173,Yanan,Zhao,,36864822900,1,Yanan Zhao
3354,3354,238883,Suran,Kim,,55780580000,1,Suran Kim
3365,3365,239753,Jun,Mao,,56180238800,0.923076923,Jun Ma
3410,3410,240940,Kanak,Mahadik,V,54583962500,0.928571429,Kanak Mahadik
3426,3426,240163,Steven,Harenberg,D,55838797200,0.909090909,Steve Harenberg
3434,3434,240872,Tao,Wang,,56228206300,1,Tao Wang
3446,3446,240959,Nan,Li,,56389882800,1,Nan Li
3449,3449,240860,Stephen,Ranshous,M,56282176700,0.941176471,Stephen Ranshous
3500,3500,7738,George,Stanford,S,7006239765,0.971428571,George S. Stanford
3501,3501,4661,Ralph,Seidensticker,W,6603838647,0.95,Ralph Seidensticker
3504,3504,7124,Jan,Van Erp,B,6603719357,0.916666667,Jan Van Erp
3507,3507,9541,Harry,Lipkin,J,7006416016,0.965517241,Harry J. Lipkin
3517,3517,16804,Dae,Cho,H,56223640300,0.947368421,Dae H. Cho
3518,3518,15554,Gopal,Shenoy,K,7005089561,0.965517241,Gopal K. Shenoy
3524,3524,20210,William,Ellingson,A,7003553736,0.974358974,William A. Ellingson
3528,3528,21174,Richard,McKnight,D,25723476400,0.972972973,Richard D. McKnight
3530,3530,21671,Jeffrey,Rest,,56252915600,1,Jeffrey Rest
3534,3534,22661,Samuel,Bader,D,56417289400,0.965517241,Samuel D. Bader
3535,3535,22788,David,Weber,P,7402029391,0.916666667,David Weber
3537,3537,22956,Apostolos,Raptis,C,7005578540,0.972972973,Apostolos C. Raptis
3538,3538,23692,Constantine,Tzanos,P,35610894200,0.975609756,Constantine P. Tzanos
3539,3539,23822,Daniel,Legnini,G,6701835627,0.96969697,Daniel G. Legnini
3541,3541,24281,Suk Hong,Kim,,36078707800,1,Suk Hong Kim
3543,3543,24321,Thomas,Wei,Y,55481532900,0.923076923,Thomas Y C Wei
3544,3544,24653,John,Gasper,R,6701771906,0.916666667,John Gasper
3545,3545,25556,James,Beitz,V,7007134225,0.962962963,James V. Beitz
3555,3555,35749,John,Kiefer,H,7102031639,0.962962963,John H. Kiefer
3557,3557,36213,John,Schlueter,A,7006834843,0.96969697,John A. Schlueter
3558,3558,36333,Terrence,Disz,,6602403487,1,Terrence Disz
3559,3559,36545,Kenneth,Czerwinski,R,7004040079,0.975609756,Kenneth R. Czerwinski
3562,3562,37642,Raymond,Klann,,21742874600,1,Raymond Klann
3563,3563,38060,Ali,Khounsary,M,6603750485,0.967741935,Ali M. Khounsary
3565,3565,38920,Monica,Regalbuto,C,6602482549,0.941176471,Monica Regalbuto
3566,3566,38932,Cynthia,Millard,S,7006901533,0.971428571,Cynthia S. Millard
3573,3573,41152,Yong-Chul,Chae,,7101749109,0.928571429,Yong Chul Chae
3582,3582,45172,Timothy,Smith,A,55649570195,0.967741935,Timothy A. Smith
3583,3583,45102,Christa,Benson,A,7201942226,0.933333333,Christa Benson
3587,3587,45607,Meng-Chih,Su,,8954054500,0.916666667,Meng Chih Su
3592,3592,48925,Jacqueline,Johnson,A,55606282500,0.975609756,Jacqueline A. Johnson
3598,3598,50268,Dinesh,Kaushik,K,35302845500,0.933333333,Dinesh Kaushik
3600,3600,50833,Harold,Gibson,E,55258150400,0.928571429,Harold Gibson
3601,3601,85349,Maxim,Boyanov,I,7003863649,0.967741935,Maxim I. Boyanov
